0.643872,0.506754,0.487039,0.498405,0.530197,0.502703,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643828,0.506752,0.487001,0.498467,0.530306,0.502825,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643842,0.506765,0.487041,0.498469,0.530306,0.502703,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643861,0.505994,0.487476,0.498391,0.530267,0.502744,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643828,0.506752,0.487001,0.498467,0.530306,0.502825,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643861,0.506761,0.487491,0.498406,0.530269,0.502703,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643828,0.506752,0.487001,0.498467,0.530306,0.502825,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643842,0.506765,0.487041,0.498469,0.530306,0.502703,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643201,0.507142,0.487475,0.498411,0.530284,0.502744,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643847,0.507516,0.487466,0.498419,0.530272,0.502784,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643201,0.507142,0.487475,0.498411,0.530284,0.502744,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643828,0.507520,0.487016,0.498482,0.530308,0.502784,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.644488,0.507140,0.487033,0.498477,0.530294,0.502743,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643182,0.507146,0.487025,0.498474,0.530320,0.502744,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643824,0.507515,0.486554,0.498419,0.530345,0.502784,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643212,0.507134,0.487023,0.498410,0.530211,0.502744,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643839,0.506745,0.486550,0.498466,0.530233,0.502825,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643193,0.507138,0.486573,0.498473,0.530247,0.502744,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643853,0.505990,0.486575,0.498453,0.530231,0.502744,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643839,0.506745,0.486550,0.498466,0.530233,0.502825,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643853,0.506758,0.486589,0.498468,0.530233,0.502703,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643839,0.506745,0.486550,0.498466,0.530233,0.502825,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643193,0.507138,0.486573,0.498473,0.530247,0.502744,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643201,0.507142,0.487475,0.498411,0.530284,0.502744,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643858,0.507508,0.487014,0.498419,0.530199,0.502784,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643861,0.506761,0.487491,0.498406,0.530269,0.502703,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643828,0.507520,0.487016,0.498482,0.530308,0.502784,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.644507,0.507136,0.487482,0.498414,0.530258,0.502743,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643182,0.506378,0.487010,0.498459,0.530317,0.502785,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643839,0.506745,0.486550,0.498466,0.530233,0.502825,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643853,0.506758,0.486589,0.498468,0.530233,0.502703,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643839,0.507512,0.486564,0.498481,0.530236,0.502784,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643839,0.507512,0.486564,0.498481,0.530236,0.502784,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643193,0.507138,0.486573,0.498473,0.530247,0.502744,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643839,0.506745,0.486550,0.498466,0.530233,0.502825,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643182,0.507146,0.487025,0.498474,0.530320,0.502744,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643828,0.507520,0.487016,0.498482,0.530308,0.502784,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643828,0.506752,0.487001,0.498467,0.530306,0.502825,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643201,0.507142,0.487475,0.498411,0.530284,0.502744,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643858,0.507508,0.487014,0.498419,0.530199,0.502784,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643201,0.506374,0.487460,0.498396,0.530281,0.502785,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.643839,0.506745,0.486550,0.498466,0.530233,0.502825,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
