0.629453,0.928404,0.435729,0.474063,0.531025,0.489459,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.628830,0.928031,0.436650,0.474055,0.530964,0.489420,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.628820,0.928038,0.437102,0.474056,0.531036,0.489419,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629453,0.928404,0.435729,0.474063,0.531025,0.489459,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629480,0.927658,0.437118,0.474051,0.531022,0.489378,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629447,0.928417,0.436643,0.474127,0.531061,0.489459,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629461,0.927662,0.436668,0.474113,0.531058,0.489378,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629480,0.928426,0.437133,0.474065,0.531024,0.489337,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629454,0.929172,0.435744,0.474078,0.531027,0.489418,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629480,0.928426,0.437133,0.474065,0.531024,0.489337,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.628801,0.928042,0.436652,0.474118,0.531072,0.489419,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629486,0.927646,0.436204,0.473987,0.530986,0.489378,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629480,0.927658,0.437118,0.474051,0.531022,0.489378,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.628808,0.928030,0.435738,0.474054,0.531037,0.489419,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629491,0.928418,0.436681,0.474065,0.530952,0.489338,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.628808,0.928798,0.435752,0.474069,0.531039,0.489378,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.628812,0.928035,0.436200,0.474118,0.531000,0.489419,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629490,0.927650,0.436666,0.474050,0.530949,0.489379,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629453,0.928404,0.435729,0.474063,0.531025,0.489459,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629480,0.928426,0.437133,0.474065,0.531024,0.489337,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.628812,0.928035,0.436200,0.474118,0.531000,0.489419,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629472,0.927654,0.436216,0.474112,0.530986,0.489378,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629480,0.927658,0.437118,0.474051,0.531022,0.489378,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.628812,0.928035,0.436200,0.474118,0.531000,0.489419,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629480,0.927658,0.437118,0.474051,0.531022,0.489378,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.628801,0.928042,0.436652,0.474118,0.531072,0.489419,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.628808,0.928030,0.435738,0.474054,0.531037,0.489419,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629491,0.928418,0.436681,0.474065,0.530952,0.489338,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.628808,0.928030,0.435738,0.474054,0.531037,0.489419,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.629476,0.927654,0.436656,0.473988,0.531059,0.489378,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.628801,0.928042,0.436652,0.474118,0.531072,0.489419,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
